graph,frequency
ask_availability#size&handoff&inform&shop_turn!!!ask_availability#size->inform&handoff->ask_availability#size&shop_turn->handoff,1
ask_availability#size&inform&shop_turn&thank!!!ask_availability#size->inform&inform->shop_turn&shop_turn->thank,1
ask_availability#size&greet&request#price&shop_turn!!!ask_availability#size->shop_turn&greet->ask_availability#size&shop_turn->request#price,2
handoff&send_link&shop_turn&thank!!!handoff->shop_turn&shop_turn->send_link&thank->handoff,1
handoff&request#price&shop_turn&thank!!!request#price->thank&shop_turn->request#price&thank->handoff,1
handoff&request#price&shop_turn&thank!!!handoff->shop_turn&request#price->thank&thank->handoff,1
ask_if_sells#size&request#price&send_image&thank!!!request#price->ask_if_sells#size&send_image->request#price&thank->send_image,1
request#price&send_image!!!request#price->request#price&request#price->send_image&send_image->request#price,3
request#price&shop_turn&thank!!!request#price->shop_turn&request#price->thank&shop_turn->request#price,2
request#price&send_image&shop_turn&thank!!!request#price->thank&shop_turn->send_image&thank->shop_turn,1
ask_if_sells#size&send_image&shop_turn&thank!!!ask_if_sells#size->shop_turn&shop_turn->thank&thank->send_image,3
ask_if_sells#size&handoff&request#price&send_image!!!ask_if_sells#size->request#price&handoff->ask_if_sells#size&send_image->handoff,2
ask_if_sells#size&handoff&request#price&send_image!!!ask_if_sells#size->handoff&request#price->send_image&send_image->ask_if_sells#size,1
agree&ask_if_sells#size&shop_turn!!!agree->ask_if_sells#size&ask_if_sells#size->ask_if_sells#size&shop_turn->agree,1
agree&ask_if_sells#size&shop_turn!!!agree->ask_if_sells#size&ask_if_sells#size->ask_if_sells#size&ask_if_sells#size->shop_turn,1
ask_if_sells#size&send_image&shop_turn&thank!!!ask_if_sells#size->send_image&shop_turn->thank&thank->ask_if_sells#size,1
ask_if_sells#size&send_image&shop_turn&thank!!!ask_if_sells#size->send_image&send_image->shop_turn&thank->ask_if_sells#size,1
greet&inform&shop_turn&thank!!!greet->shop_turn&shop_turn->thank&thank->inform,1
greet&handoff!!!greet->greet&handoff->greet&handoff->handoff,1
agree&shop_turn&thank!!!agree->agree&agree->thank&thank->shop_turn,1
agree&handoff&inform&send_image!!!agree->send_image&inform->handoff&send_image->inform,2
greet&handoff&send_image!!!greet->send_image&handoff->send_image&send_image->greet,1
ask_availability#size&inform&send_image&shop_turn!!!ask_availability#size->shop_turn&inform->ask_availability#size&shop_turn->send_image,3
ask_availability#size&ask_if_sells#size&inform&shop_turn!!!ask_availability#size->shop_turn&ask_if_sells#size->inform&shop_turn->ask_if_sells#size,1
ask_availability#size&ask_if_sells#size&shop_turn!!!ask_availability#size->shop_turn&ask_if_sells#size->ask_availability#size&shop_turn->ask_availability#size,1
ask_availability#size&handoff&send_link&shop_turn!!!ask_availability#size->handoff&handoff->shop_turn&shop_turn->send_link,3
ask_if_sells#size&handoff&request#price&send_image!!!ask_if_sells#size->request#price&handoff->ask_if_sells#size&request#price->send_image,2
ask_is_bot&handoff&request#price&shop_turn!!!ask_is_bot->shop_turn&handoff->request#price&shop_turn->handoff,1
greet&request#price&send_link&shop_turn!!!greet->request#price&request#price->shop_turn&send_link->greet,1
ask_availability#size&send_image!!!ask_availability#size->ask_availability#size&send_image->ask_availability#size&send_image->send_image,2
handoff&inform&request#price!!!handoff->request#price&inform->inform&request#price->inform,2
ask_if_sells#size&inform&send_image!!!inform->inform&inform->send_image&send_image->ask_if_sells#size,3
agree&handoff&request#price!!!agree->handoff&handoff->request#price&request#price->handoff,2
ask_availability#size&request#price&send_image&shop_turn!!!ask_availability#size->send_image&send_image->request#price&shop_turn->ask_availability#size,2
ask_availability#size&greet&send_image&shop_turn!!!greet->send_image&send_image->shop_turn&shop_turn->ask_availability#size,1
ask_availability#size&greet&inform&shop_turn!!!ask_availability#size->shop_turn&inform->greet&shop_turn->inform,1
greet&inform&shop_turn!!!greet->greet&inform->greet&shop_turn->inform,1
greet&handoff&inform!!!greet->greet&greet->handoff&inform->greet,1
ask_availability#size&handoff&inform!!!handoff->handoff&handoff->inform&inform->ask_availability#size,4
ask_availability#size&handoff&inform&send_image!!!ask_availability#size->send_image&handoff->inform&inform->ask_availability#size,1
agree&greet&shop_turn!!!agree->shop_turn&greet->agree&shop_turn->greet,2
agree&greet&shop_turn&thank!!!agree->shop_turn&greet->agree&shop_turn->thank,1
ask_is_bot&greet&inform&shop_turn!!!ask_is_bot->greet&inform->shop_turn&shop_turn->ask_is_bot,1
ask_is_bot&greet&send_image&shop_turn!!!ask_is_bot->greet&greet->send_image&shop_turn->ask_is_bot,1
ask_availability#size&ask_is_bot&greet&send_image!!!ask_is_bot->greet&greet->send_image&send_image->ask_availability#size,1
ask_is_bot&greet&handoff&send_image!!!greet->ask_is_bot&handoff->send_image&send_image->greet,1
ask_is_bot&greet&send_image!!!ask_is_bot->send_image&greet->ask_is_bot&send_image->greet,1
ask_is_bot&greet&send_image&shop_turn!!!ask_is_bot->send_image&greet->ask_is_bot&send_image->shop_turn,1
ask_is_bot&handoff&send_image&shop_turn!!!ask_is_bot->send_image&send_image->shop_turn&shop_turn->handoff,1
ask_is_bot&greet&handoff&shop_turn!!!ask_is_bot->shop_turn&handoff->greet&shop_turn->handoff,1
ask_availability#size&inform&shop_turn!!!ask_availability#size->inform&inform->ask_availability#size&shop_turn->inform,1
ask_availability#size&inform&shop_turn!!!ask_availability#size->inform&inform->ask_availability#size&inform->shop_turn,1
ask_is_bot&handoff&shop_turn!!!ask_is_bot->handoff&handoff->handoff&shop_turn->ask_is_bot,1
greet&inform!!!inform->greet&inform->inform,1
agree&greet&inform!!!greet->agree&inform->greet&inform->inform,1
agree&greet&inform&shop_turn!!!agree->shop_turn&greet->agree&inform->greet,1
agree&greet&send_image&shop_turn!!!agree->shop_turn&greet->agree&shop_turn->send_image,1
agree&ask_availability#size&request#price&shop_turn!!!agree->shop_turn&request#price->agree&shop_turn->ask_availability#size,1
agree&ask_availability#size&shop_turn!!!agree->shop_turn&ask_availability#size->ask_availability#size&shop_turn->ask_availability#size,1
agree&request#price&send_image&shop_turn!!!agree->shop_turn&request#price->agree&send_image->request#price,3
agree&ask_if_sells#size&request#price&shop_turn!!!agree->shop_turn&request#price->agree&shop_turn->ask_if_sells#size,2
ask_if_sells#size&greet&inform&shop_turn!!!ask_if_sells#size->shop_turn&greet->inform&inform->ask_if_sells#size,2
ask_if_sells#size&handoff&shop_turn&thank!!!ask_if_sells#size->handoff&handoff->thank&shop_turn->ask_if_sells#size,1
ask_if_sells#size&handoff&shop_turn&thank!!!ask_if_sells#size->handoff&handoff->thank&thank->shop_turn,1
agree&ask_availability#size&handoff&inform!!!agree->handoff&handoff->inform&inform->ask_availability#size,1
agree&ask_availability#size&handoff&inform!!!ask_availability#size->agree&handoff->inform&inform->ask_availability#size,1
agree&ask_availability#size&handoff&inform!!!agree->handoff&ask_availability#size->agree&inform->ask_availability#size,1
agree&ask_availability#size&handoff&shop_turn!!!agree->handoff&ask_availability#size->agree&handoff->shop_turn,1
ask_availability#size&greet&handoff!!!ask_availability#size->handoff&greet->ask_availability#size&handoff->handoff,1
ask_is_bot&handoff&inform!!!ask_is_bot->inform&handoff->ask_is_bot&handoff->handoff,1
agree&ask_is_bot&inform&shop_turn!!!ask_is_bot->inform&inform->shop_turn&shop_turn->agree,1
agree&handoff&send_image&thank!!!agree->thank&handoff->send_image&thank->handoff,2
ask_if_sells#size&greet&handoff&inform!!!greet->inform&handoff->greet&inform->ask_if_sells#size,2
agree&greet&handoff!!!agree->greet&greet->handoff&handoff->agree,1
greet&shop_turn&thank!!!greet->greet&greet->thank&shop_turn->greet,1
greet&shop_turn&thank!!!greet->greet&greet->thank&thank->shop_turn,1
agree&handoff&inform&send_image!!!agree->inform&handoff->agree&send_image->handoff,1
agree&handoff&inform!!!agree->inform&handoff->agree&inform->handoff,1
send_link&shop_turn!!!send_link->shop_turn&shop_turn->send_link,1
handoff&request#price&send_link&shop_turn!!!handoff->request#price&send_link->shop_turn&shop_turn->handoff,1
greet&request#price&send_link&shop_turn!!!greet->send_link&request#price->shop_turn&shop_turn->greet,1
greet&handoff&send_link&shop_turn!!!greet->send_link&send_link->handoff&shop_turn->greet,1
greet&handoff&send_link!!!greet->send_link&handoff->handoff&send_link->handoff,1
greet&send_image&shop_turn&thank!!!greet->send_image&shop_turn->greet&thank->shop_turn,1
ask_availability#size&handoff&request#price&shop_turn!!!ask_availability#size->request#price&handoff->ask_availability#size&shop_turn->handoff,1
ask_availability#size&handoff&request#price&shop_turn!!!ask_availability#size->request#price&handoff->ask_availability#size&request#price->shop_turn,1
handoff&inform&request#price!!!handoff->inform&inform->request#price&request#price->handoff,1
agree&greet&request#price&shop_turn!!!greet->request#price&request#price->shop_turn&shop_turn->agree,2
ask_if_sells#size&handoff!!!ask_if_sells#size->ask_if_sells#size&handoff->ask_if_sells#size&handoff->handoff,1
ask_if_sells#size&handoff&send_image!!!ask_if_sells#size->ask_if_sells#size&ask_if_sells#size->send_image&handoff->ask_if_sells#size,1
ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->ask_if_sells#size&ask_if_sells#size->send_image&send_image->shop_turn,1
handoff&send_image&send_link&shop_turn!!!send_image->shop_turn&send_link->handoff&shop_turn->send_link,1
ask_availability#size&handoff&inform&send_image!!!ask_availability#size->inform&handoff->ask_availability#size&send_image->handoff,1
greet&handoff&inform&request#price!!!greet->request#price&handoff->greet&request#price->inform,1
agree&ask_availability#size&handoff!!!agree->ask_availability#size&handoff->agree&handoff->handoff,1
agree&ask_availability#size&handoff&shop_turn!!!agree->ask_availability#size&ask_availability#size->shop_turn&handoff->agree,1
handoff&inform&thank!!!handoff->inform&handoff->thank&inform->handoff,1
greet&handoff&send_image!!!handoff->greet&handoff->send_image&send_image->handoff,5
ask_if_sells#size&request#price&send_image!!!ask_if_sells#size->request#price&request#price->ask_if_sells#size&send_image->request#price,1
ask_if_sells#size&request#price&shop_turn!!!ask_if_sells#size->request#price&request#price->ask_if_sells#size&request#price->shop_turn,1
ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->inform&inform->ask_if_sells#size&shop_turn->inform,1
ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->inform&inform->ask_if_sells#size&inform->shop_turn,2
agree&ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->inform&inform->shop_turn&shop_turn->agree,2
handoff&inform&shop_turn&thank!!!handoff->thank&inform->handoff&shop_turn->inform,2
agree&ask_availability#size&inform&shop_turn!!!ask_availability#size->shop_turn&inform->ask_availability#size&shop_turn->agree,3
request#price&send_link&shop_turn!!!send_link->shop_turn&shop_turn->request#price&shop_turn->send_link,1
request#price&send_link&shop_turn!!!request#price->shop_turn&send_link->shop_turn&shop_turn->request#price,1
request#price&send_link&shop_turn!!!request#price->shop_turn&shop_turn->request#price&shop_turn->send_link,1
request#price&send_link&shop_turn!!!request#price->shop_turn&send_link->shop_turn&shop_turn->send_link,1
ask_availability#size&send_image&send_link&shop_turn!!!ask_availability#size->shop_turn&send_image->ask_availability#size&shop_turn->send_link,1
ask_if_sells#size&greet&handoff&send_image!!!ask_if_sells#size->handoff&greet->send_image&send_image->ask_if_sells#size,2
ask_if_sells#size&handoff&inform&send_image!!!ask_if_sells#size->handoff&handoff->inform&send_image->ask_if_sells#size,1
ask_availability#size&inform&send_image&shop_turn!!!inform->send_image&send_image->shop_turn&shop_turn->ask_availability#size,1
ask_availability#size&greet&shop_turn&thank!!!ask_availability#size->shop_turn&greet->ask_availability#size&shop_turn->thank,1
ask_availability#size&greet&inform&send_image!!!greet->send_image&inform->ask_availability#size&send_image->inform,1
agree&handoff&send_image!!!handoff->agree&handoff->send_image&send_image->handoff,1
ask_availability#size&greet&request#price&send_image!!!ask_availability#size->request#price&request#price->greet&send_image->ask_availability#size,1
ask_availability#size&greet&request#price&shop_turn!!!ask_availability#size->request#price&greet->shop_turn&request#price->greet,1
greet&handoff&send_image!!!handoff->greet&handoff->handoff&send_image->handoff,2
agree&greet&send_image&shop_turn!!!agree->greet&send_image->shop_turn&shop_turn->agree,2
agree&ask_if_sells#size&greet&send_image!!!agree->greet&ask_if_sells#size->send_image&greet->ask_if_sells#size,1
agree&request#price&send_image!!!agree->send_image&request#price->send_image&send_image->request#price,1
ask_availability#size&greet&shop_turn!!!ask_availability#size->ask_availability#size&greet->shop_turn&shop_turn->ask_availability#size,1
ask_availability#size&shop_turn&thank!!!ask_availability#size->ask_availability#size&ask_availability#size->shop_turn&shop_turn->thank,1
handoff&request#price&shop_turn&thank!!!handoff->shop_turn&shop_turn->request#price&thank->handoff,2
ask_availability#size&inform&send_image!!!ask_availability#size->send_image&inform->send_image&send_image->ask_availability#size,1
agree&handoff&inform&request#price!!!handoff->agree&inform->handoff&request#price->inform,1
ask_availability#size&greet&send_image!!!ask_availability#size->send_image&greet->ask_availability#size&send_image->ask_availability#size,1
ask_availability#size&inform!!!inform->ask_availability#size&inform->inform,2
ask_availability#size&inform&request#price&send_image!!!inform->send_image&request#price->ask_availability#size&send_image->request#price,1
agree&handoff&request#price&send_image!!!agree->request#price&handoff->send_image&request#price->handoff,1
greet&handoff&inform!!!greet->inform&handoff->inform&inform->handoff,1
handoff&inform&send_link&shop_turn!!!handoff->send_link&inform->handoff&shop_turn->inform,1
handoff&inform&send_link&shop_turn!!!handoff->send_link&inform->handoff&send_link->shop_turn,1
ask_availability#size&handoff&send_link&shop_turn!!!handoff->send_link&send_link->shop_turn&shop_turn->ask_availability#size,1
ask_availability#size&send_image&send_link&shop_turn!!!ask_availability#size->send_image&send_link->shop_turn&shop_turn->ask_availability#size,1
ask_is_bot&handoff&send_image!!!handoff->ask_is_bot&handoff->send_image&send_image->handoff,1
ask_is_bot&handoff&send_image&shop_turn!!!ask_is_bot->shop_turn&handoff->ask_is_bot&send_image->handoff,1
ask_is_bot&handoff&inform&shop_turn!!!ask_is_bot->shop_turn&handoff->ask_is_bot&shop_turn->inform,2
ask_is_bot&inform&shop_turn!!!ask_is_bot->shop_turn&inform->shop_turn&shop_turn->inform,1
greet&handoff&send_link&shop_turn!!!greet->send_link&handoff->shop_turn&send_link->handoff,1
